user_id,business_id,rating
8dxkcmAXY4ttrVFD1GhbdQ,2mfBO8iZ5E_ULmcxEXqOrw,5.4
8dxkcmAXY4ttrVFD1GhbdQ,COq9tlt6lPGUiMbEpHmv_w,5.333333333333334
8dxkcmAXY4ttrVFD1GhbdQ,SnMUTGhY2nW2Ldb0QJAjAg,5.2
8dxkcmAXY4ttrVFD1GhbdQ,WTt8_zwy4IXaB2QnuiQP1Q,5.166666666666666
8dxkcmAXY4ttrVFD1GhbdQ,dusNIzdCaH6EoLl2hRy6cQ,5.15
8dxkcmAXY4ttrVFD1GhbdQ,ZrXYLXcEcDvYYBErmafobg,5.047713464833439
8dxkcmAXY4ttrVFD1GhbdQ,V2WLiBR3iGaegRAVNjOndA,5.032072314456329
8dxkcmAXY4ttrVFD1GhbdQ,SZ5KO1KNiwtrktKo5mpuLA,5.0
8dxkcmAXY4ttrVFD1GhbdQ,xiAiahsdBfTxYCFfvZmMfQ,4.964570671917516
8dxkcmAXY4ttrVFD1GhbdQ,AUZQbqGldMpNURXCh-UuUQ,4.963340277792664
8dxkcmAXY4ttrVFD1GhbdQ,gS0CcaNcmiU18nLqqELhUQ,4.90625
8dxkcmAXY4ttrVFD1GhbdQ,Xensz-o7iwV1jDhYCP8SBw,4.836734693877551
8dxkcmAXY4ttrVFD1GhbdQ,aoXb8mDCyb-XbkITiIfYVA,4.836734693877551
8dxkcmAXY4ttrVFD1GhbdQ,fWEfX14W2_7GDOJBSQQU9Q,4.836734693877551
8dxkcmAXY4ttrVFD1GhbdQ,RSOinkOUpxm0mGw1IWr4Xw,4.8
8dxkcmAXY4ttrVFD1GhbdQ,W90h9VXUSdRz1_uJhweVPQ,4.768942740721168
8dxkcmAXY4ttrVFD1GhbdQ,X8lqAVOWrTih72sEEIEPSw,4.75
8dxkcmAXY4ttrVFD1GhbdQ,dJS3iH-odljqWS9MKEFsBA,4.733333333333333
8dxkcmAXY4ttrVFD1GhbdQ,5MnLa1nE606cvNGlSFt01Q,4.702702702702703
8dxkcmAXY4ttrVFD1GhbdQ,S2bGqPoTjUc2ywC9FYuBsw,4.6
8dxkcmAXY4ttrVFD1GhbdQ,rbDqCV2g23K3ZrTxmgoNBg,4.594834543987086
8dxkcmAXY4ttrVFD1GhbdQ,Qe71AVaQZW9EbATLpCec0Q,4.590909090909091
8dxkcmAXY4ttrVFD1GhbdQ,e-P17ZVKGvnBT58pqtxQeA,4.5816993464052285
8dxkcmAXY4ttrVFD1GhbdQ,AKBSPjk_H_w8RCqCE_vUuA,4.552496815327418
8dxkcmAXY4ttrVFD1GhbdQ,9R2UXiCt1DgV8Yhm3WX2KA,4.5384332822521145
8dxkcmAXY4ttrVFD1GhbdQ,uwBJlA27pNywYTlPBiSqVw,4.5
8dxkcmAXY4ttrVFD1GhbdQ,gc_GGat7TgNCmrgc4nVOgw,4.4483278389417595
8dxkcmAXY4ttrVFD1GhbdQ,PBYDlb88SAWHiQgqJJ67hQ,4.4
8dxkcmAXY4ttrVFD1GhbdQ,7GGJlp1aWfcXGQz6q7SkXQ,4.377777777777778
8dxkcmAXY4ttrVFD1GhbdQ,QRAmGlMF7_sLq8YZ_L1POQ,4.368421052631579
8dxkcmAXY4ttrVFD1GhbdQ,b24sTA2JkHB4joNlNkBkfQ,4.333333333333334
8dxkcmAXY4ttrVFD1GhbdQ,L-zHt7gZITG1z8l7TZ4dUg,4.32036296870985
8dxkcmAXY4ttrVFD1GhbdQ,G5iz09NiHOtAcxAAcMCXzA,4.314044394806645
8dxkcmAXY4ttrVFD1GhbdQ,UJuxtm4DtomSaFlfK0X7fg,4.2815820577223915
8dxkcmAXY4ttrVFD1GhbdQ,yEyA7uILKG97qnyx3K2WAg,4.272583384550315
8dxkcmAXY4ttrVFD1GhbdQ,iNdMl5rb4FKFFgmzimuzvQ,4.25
8dxkcmAXY4ttrVFD1GhbdQ,zCaczzZnQUiduNNFvLa0Gg,4.224
8dxkcmAXY4ttrVFD1GhbdQ,f0160VdQERs6Y6Aq-Chvfw,4.224
