business_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
5Zc41a446gV3K_o7CDs69Q, 30, 21, 17, 21, 24, 18, 10, 25, 9, 9, 2, 3,0, 10, 2, 9, 8, 18, 21, 17, 14, 17, 9, 14
rOdbLPm_u_7jWM_GDxquEg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_7EsArRtaywrPasvA8ryfg,0,0,0,0,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El4FC8jcawUVgw_0EIcbaQ, 235, 268, 209, 232, 228, 228, 199, 148, 111, 70, 51, 37, 20, 29, 63, 172, 170, 172, 202, 205, 181, 156, 200, 190
ry-FLqYclt7okJbdYcmOhw, 6, 2, 2, 5, 7, 2, 5, 3,0, 1, 3, 3,0,0, 1, 1, 1, 3, 2, 3, 3, 1, 1, 1
ECOkEVUodMLUxvI0PMI4gQ, 7, 11, 19, 16, 20, 37, 27, 23, 15, 15, 6, 6, 4, 1, 1,0, 1, 4,0, 2, 3, 7, 4, 3
oJZNHz5UUVUgrZwVBVlpYw, 17, 8, 10, 9, 7, 9, 1, 8, 9, 3, 2, 1,0,0,0, 1, 2, 94, 82, 28, 7, 11, 8, 7
zCaczzZnQUiduNNFvLa0Gg,0, 2,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0, 1, 1,0,0,0,0,0
M--CB6Fhp4XKxsR2PlcP9w, 24, 23, 12, 9, 17, 6, 1, 3,0,0,0,0,0,0, 2, 1, 2, 1, 8, 8, 10, 20, 8, 17
GbYBL-LB8Dra49t8XCnVWw,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1, 1, 1,0, 1, 1,0
bYw7mT1e3frkxG0nd2_mjg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xg6X-QhO5kTv9PtFqJp-OA, 1,0,0,0,0,0,0,0,0, 1,0,0,0,0,0,0,0,0,0,0, 1,0,0,0
6V_7ldr9tjmet0BdAnC34A, 39, 31, 14, 43, 17, 7, 2,0, 1,0,0,0,0,0, 1, 1, 1,0, 4,0,0,0,0, 3
x5m_Cux8UoFlVtqxzUa99Q, 2, 2,0,0,0,0,0, 1,0,0,0,0,0,0,0,0,0,0, 1, 5, 6, 3,0,0
F7E3qP0oz_SuVGZGL0D8Zw,0,0,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1,0,0,0
W--NYYk_TqGtq_miUE1Eyw, 3, 1,0, 3,0,0, 1,0,0,0, 1,0,0,0,0, 1,0,0, 3,0,0, 3, 3, 1
