business_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
SU56w479vUfFHsvmvQIf7A, 6, 2, 11, 7, 13, 1, 1,0,0,0,0,0,0,0,0,0,0,0, 6, 7, 10, 3,0,0
hRQS8y-uG2kc8miWVYiLuQ, 20, 38, 54, 57, 29, 20, 7, 2,0, 1,0,0,0,0,0, 1,0,0,0, 1, 1,0, 1, 5
SRUHJIKqhvKu2BFDTSoPww,0,0,0,0,0,0, 1,0,0,0,0,0,0,0,0,0,0, 1,0,0,0, 1,0,0
fTtkz2RhWNAp6jKiIzXf_A, 13, 12, 7, 3, 1,0,0,0,0,0,0,0,0,0,0,0,0, 1, 17, 28, 20, 19, 8, 8
WK542yG4t2PUvaBOkjcwNA, 1, 1,0,0,0,0,0,0,0,0,0,0,0,0,0, 1,0,0,0,0,0,0,0,0
4mYPOzBokDgz307TW2EIKw, 1, 6, 4, 6, 4,0, 1,0, 1,0,0,0,0, 1, 2, 1, 2, 4, 7, 9, 6, 3, 3, 4
ijg7qQCYnhUWBd5JUxbfvA, 2, 7, 11, 15, 10, 5, 6, 2, 9, 5, 8, 3, 2, 2,0, 1, 8, 8, 14, 17, 5, 12, 9, 1
ai5dbb7P-qwt113PaJJCwg, 2,0, 4, 1,0, 1, 2, 1, 2, 2, 2, 1, 1,0,0, 3, 3, 9, 9, 5, 4, 1,0,0
BG8lvZoPTrPJqcvTh-ytzg, 1, 4, 9, 6, 7, 3, 1,0,0,0,0,0,0,0,0,0, 1, 1,0,0,0,0,0,0
6r8YOdxoNYfkEfqxl-nO1A, 1,0,0,0,0,0,0,0,0,0, 1,0,0, 2,0,0,0, 1,0,0, 1,0,0,0
hLu4q64lPvF--9gd58lcPg,0,0, 1,0,0,0,0, 1,0,0,0, 1,0,0,0,0,0,0,0,0,0,0,0,0
LwQB9H3jZ9wTk24Lr-AnZQ, 56, 75, 118, 116, 100, 59, 25, 4, 5, 1,0,0,0,0, 3,0, 2, 1, 9, 38, 51, 41, 38, 26
nDKcQkh8vZkY_u1kyww44g, 41, 18, 19, 25, 16, 6, 1, 2, 3, 1, 1,0, 1,0,0,0, 2, 5, 4, 3, 8, 7, 12, 13
BEplfZTUzYwApjMUaOA12w, 19, 27, 30, 32, 26, 20, 11, 3, 3,0,0,0,0, 1,0, 3,0, 5, 15, 20, 27, 16, 20, 18
Z3owSx_4NJerX08DO5FOtA, 2, 6, 6, 3, 4, 5,0, 3, 2, 1,0,0,0,0,0, 1,0, 1,0, 3, 3, 3, 5, 1
cyV6Y8eOgpDTtdJQnB6FaA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMTNJbYbu0OMMAkx4meQxw, 2, 11, 8, 12, 7, 7, 4, 1,0,0,0,0,0,0,0,0,0, 2,0,0, 1,0,0,0
df5IJWW0-C4AJDCS9AwtbQ, 1,0, 1,0, 1, 2,0,0,0,0,0, 1,0,0,0,0,0,0,0, 2,0,0,0, 1
yP3tjunvqenEiKSZb9mwmA,0,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5VXlHFrYZZzj7zfZEsz5nQ, 6, 12, 18, 14, 13, 5, 2,0,0, 1,0,0, 1,0,0, 1,0,0, 4, 16, 11, 16, 5, 3
ppmYIHMCIL5bocUsJSsDWA,0,0,0,0,0, 1,0,0, 1,0,0,0,0,0,0,0,0, 1, 2,0, 2,0,0,0
4bqbAhYZQeokD3zqN77XLA, 3, 3, 2,0, 2, 1, 4, 1, 1,0,0,0,0,0,0,0,0, 2,0, 3, 2, 4, 2, 2
yNVcnSaMSrTmjJBMrHTy9w, 39, 48, 83, 100, 57, 25, 6, 4,0, 4,0,0, 2,0,0, 2, 1, 1, 2, 2, 1, 1, 4, 6
M5Ft2YKkh9fFjyUNmAeRGA, 4, 3, 2, 1,0, 1, 1, 1,0,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0
wPiRP76arN0NB3M1ZXXp7g, 29, 30, 45, 40, 33, 32, 9, 10, 2,0, 1,0,0,0,0,0, 1, 3, 3, 12, 10, 24, 12, 18
3c6U5CdxsN_6Gpc6dqTylg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1,0,0, 1, 4, 1, 2, 1
12f7GOkkC0GZRMif-fidhQ, 1,0, 3, 1, 1,0, 1,0,0,0,0,0,0,0,0, 1,0, 2,0, 1, 4, 1, 3,0
zq34Nb2zekXVI0G5Ip-Y4w, 1, 2,0,0,0, 1,0,0,0,0,0,0,0,0,0,0,0,0, 1,0,0, 1,0,0
hb2u9dUQkbWYIHhXCiFsrg,0,0,0,0,0,0,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LtXy1VinKWfuLFslVarKRw, 22, 16, 25, 17, 20, 19, 21, 17, 16, 23, 23, 24, 11, 7, 3, 2, 5, 10, 18, 36, 22, 23, 10, 17
COq9tlt6lPGUiMbEpHmv_w, 1, 1, 1,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 2, 1, 2, 3, 4
aoXb8mDCyb-XbkITiIfYVA, 1, 2, 5,0, 2, 2, 1, 4, 1, 2, 2, 1,0,0,0,0,0,0, 1, 2, 6, 3, 1,0
4v5ZLpmNn13Mze1w_XfWHw, 14, 11, 5, 10, 13, 7, 7, 4, 1, 1,0, 1,0,0,0, 2, 3, 9, 9, 12, 13, 13, 10, 11
