business_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
5Zc41a446gV3K_o7CDs69Q, 17, 29, 19, 30, 18, 19, 15, 23, 17, 9, 6, 6, 3, 4, 5, 19, 17, 20, 21, 14, 30, 25, 30, 31
rOdbLPm_u_7jWM_GDxquEg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1,0,0,0
_7EsArRtaywrPasvA8ryfg,0,0,0, 1,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El4FC8jcawUVgw_0EIcbaQ, 177, 209, 228, 242, 227, 222, 215, 199, 110, 83, 53, 29, 18, 30, 59, 137, 168, 167, 233, 272, 280, 296, 314, 311
ry-FLqYclt7okJbdYcmOhw, 7, 5, 1,0, 2, 1, 2, 1, 1,0,0, 3, 1,0, 1, 1, 2, 1, 3,0, 4, 4, 4, 2
ECOkEVUodMLUxvI0PMI4gQ, 5, 8, 22, 20, 75, 202, 289, 220, 141, 77, 37, 25, 8, 7, 1, 2, 2, 3, 4, 5, 6, 4, 9, 12
oJZNHz5UUVUgrZwVBVlpYw, 8, 7, 5, 4, 8, 9, 9, 7, 6, 3, 3, 4, 1, 2, 1, 1, 29, 112, 99, 40, 19, 11, 14, 15
zCaczzZnQUiduNNFvLa0Gg,0, 1, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1
M--CB6Fhp4XKxsR2PlcP9w, 8, 12, 11, 13, 13, 8, 2,0, 1, 1,0,0,0,0, 1,0, 1, 3, 6, 14, 20, 23, 20, 24
GbYBL-LB8Dra49t8XCnVWw,0, 1,0, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1, 1,0,0, 1,0
bYw7mT1e3frkxG0nd2_mjg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1,0,0,0,0,0
xg6X-QhO5kTv9PtFqJp-OA, 1,0,0,0,0, 1,0,0,0,0,0,0,0,0,0,0,0, 1,0, 1,0,0,0,0
6V_7ldr9tjmet0BdAnC34A, 26, 21, 11, 30, 15, 3, 2, 1,0,0, 1,0,0,0, 1,0, 3,0,0,0,0, 1,0, 2
x5m_Cux8UoFlVtqxzUa99Q, 1,0,0,0,0,0,0,0,0,0,0, 1,0,0,0,0, 2,0,0, 1, 1, 2, 2, 1
F7E3qP0oz_SuVGZGL0D8Zw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W--NYYk_TqGtq_miUE1Eyw, 1,0,0,0, 3, 1,0, 2,0,0,0,0,0,0,0,0, 1,0,0, 2, 1, 1, 1, 1
gGqppHYDpINGjRb8ru-dsA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xrt83taykZS48LB21yOB9w,0,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j3NoIidtyVJ9iUfyG9X3Qw,0,0,0,0,0,0,0,0,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gS0CcaNcmiU18nLqqELhUQ, 1,0,0, 1,0, 1,0,0,0,0,0,0,0, 1, 6, 9, 4, 6, 5, 2, 7, 3, 2, 2
ZRZlPFSn782DbSSXPb-i3w,0,0, 1, 2, 1,0,0,0,0,0,0, 1, 1,0,0,0,0, 2, 2, 3, 1,0,0, 1
9NwXHbKyJOhX9nxjRi0AcQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1
nYifLyIcS9V1Yj2wm2OVsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1,0,0,0,0
cIP1xI6j2wykUyHG0FOEsg,0,0,0,0,0,0,0,0,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZM4eiv3CtR9CBPtknXgDw,0,0,0,0,0,0,0,0,0,0,0,0, 1,0,0,0,0,0, 1, 1, 1, 1, 2,0
