business_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
5Zc41a446gV3K_o7CDs69Q, 21, 18, 16, 11, 13, 7, 16, 11, 12, 7, 3, 2, 2, 10, 7, 7, 5, 13, 13, 13, 16, 13, 9, 16
rOdbLPm_u_7jWM_GDxquEg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_7EsArRtaywrPasvA8ryfg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1,0,0,0,0,0
El4FC8jcawUVgw_0EIcbaQ, 183, 182, 175, 179, 163, 122, 104, 101, 54, 40, 19, 15, 20, 25, 67, 147, 162, 120, 145, 143, 135, 153, 148, 185
ry-FLqYclt7okJbdYcmOhw, 1, 2,0, 2, 2, 2,0, 3,0, 1, 1, 1,0,0, 1, 1,0, 2, 2, 3,0, 1,0, 4
ECOkEVUodMLUxvI0PMI4gQ, 5, 6, 13, 12, 23, 17, 13, 15, 10, 3, 1, 4, 1,0, 1,0, 2, 2, 4, 1, 2, 4, 6, 7
oJZNHz5UUVUgrZwVBVlpYw, 11, 6, 4, 1, 2, 4, 5, 3, 3, 5, 1, 1, 2,0,0, 2, 2, 86, 78, 14, 11, 10, 6, 6
zCaczzZnQUiduNNFvLa0Gg, 2, 4, 4,0,0,0,0,0,0,0,0,0,0,0, 1,0,0,0,0, 1,0,0,0,0
M--CB6Fhp4XKxsR2PlcP9w, 10, 13, 9, 15, 6, 12, 5, 2, 1, 1,0,0, 2,0,0, 1, 1, 2, 2, 5, 7, 8, 9, 12
GbYBL-LB8Dra49t8XCnVWw, 1,0, 1, 1,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0, 4, 2,0, 2,0
bYw7mT1e3frkxG0nd2_mjg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xg6X-QhO5kTv9PtFqJp-OA, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6V_7ldr9tjmet0BdAnC34A, 38, 35, 13, 11,0, 1, 1,0,0, 1,0, 1,0,0, 1, 2, 1,0, 2, 1,0, 1,0,0
x5m_Cux8UoFlVtqxzUa99Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1, 1, 2,0, 1, 2,0, 3
F7E3qP0oz_SuVGZGL0D8Zw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W--NYYk_TqGtq_miUE1Eyw, 2, 1,0, 5,0, 2, 1,0,0,0,0,0,0,0,0,0,0, 1, 1,0, 1, 2, 2, 1
gGqppHYDpINGjRb8ru-dsA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xrt83taykZS48LB21yOB9w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1,0,0
